             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                4.79                0.09                86.7                 1.6                 162                   2                  20                   a
                4.85                0.04                87.8                 0.7                 156                   3                  20                   r
                4.97                0.04                89.9                 0.7                 148                   2                  20                   r
                5.08                0.03                91.9                 0.5                 150                   1                  20                   r
                5.20                0.04                94.1                 0.7                 151                   2                  20                   r
                5.32                0.21                96.3                 3.8                 154                   3                  20                   a
                5.33                0.05                96.4                 0.9                 154                   2                  20                   r
                5.50                0.05                99.5                 0.9                 156                   2                  20                   r
                5.71                0.06               103.3                 1.1                 160                   1                  20                   r
                5.86                0.04               106.0                 0.7                 161                   1                  20                   r
                6.01                0.44               108.7                 8.0                 152                   3                   9                   a
                6.02                0.06               108.9                 1.1                 160                   2                  20                   r
                6.52                0.32               118.0                 5.8                 157                   3                  20                   r
                7.23                0.16               130.8                 2.9                 162                   3                  11                   r
