             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                9.82                0.05               125.0                 0.6                 115                   3                  25                   r
                9.84                0.06               125.3                 0.8                 134                   2                  25                   a
                9.97                0.04               126.9                 0.5                 113                   3                  25                   r
               10.11                0.08               128.7                 1.0                 126                   3                  25                   a
               10.18                0.07               129.6                 0.9                 120                   2                  25                   r
               10.38                0.07               132.2                 0.9                 130                   4                  25                   a
               10.44                0.09               132.9                 1.1                 115                   3                  25                   r
               10.62                0.06               135.2                 0.8                 121                   4                  25                   a
               10.73                0.07               136.6                 0.9                 123                   3                  25                   r
               10.84                0.05               138.0                 0.6                 113                   2                  25                   a
               10.99                0.04               139.9                 0.5                 125                   4                  25                   a
               11.00                0.07               140.1                 0.9                 124                   4                  25                   r
               11.17                0.05               142.2                 0.6                 117                   2                  25                   a
               11.29                0.10               143.7                 1.3                 121                   3                  25                   r
               11.34                0.04               144.4                 0.5                 126                   3                  25                   a
               11.48                0.04               146.2                 0.5                 116                   2                  25                   a
               11.61                0.10               147.8                 1.3                 133                   2                  25                   r
               11.65                0.07               148.3                 0.9                 124                   3                  25                   a
               11.93                0.10               151.9                 1.3                 131                   3                  25                   a
               11.98                0.10               152.5                 1.3                 140                   3                  25                   r
               12.33                0.10               157.0                 1.3                 138                   3                  25                   r
               12.41                0.18               158.0                 2.3                 142                   5                  25                   a
               12.76                0.12               162.5                 1.5                 149                   2                  25                   r
               13.27                0.16               169.0                 2.0                 150                   2                  25                   r
               13.33                0.57               169.7                 7.3                 145                   5                  25                   a
               13.89                0.18               176.9                 2.3                 149                   3                  25                   r
               14.49                0.17               184.5                 2.2                 140                   4                  25                   r
               14.98                0.11               190.7                 1.4                 132                   2                  25                   r
               15.33                0.08               195.2                 1.0                 127                   2                  25                   r
               15.56                0.07               198.1                 0.9                 120                   2                  25                   r
               15.77                0.43               200.8                 5.5                 160                   6                  22                   a
               15.83                0.10               201.6                 1.3                 116                   2                  25                   r
               16.35                0.35               208.2                 4.5                 116                   5                  18                   r
