             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                0.25                0.00                57.0                 0.1                  49                   3                  24                   r
                0.25                0.00                57.9                 0.3                  53                   3                  24                   r
                0.25                0.00                58.1                 0.9                  49                   3                  24                   a
                0.26                0.00                58.7                 0.3                  47                   3                  24                   r
                0.26                0.00                59.6                 0.3                  50                   2                  24                   r
                0.26                0.00                60.4                 0.2                  46                   3                  24                   r
                0.27                0.00                61.2                 0.2                  49                   3                  24                   r
                0.27                0.00                61.2                 1.0                  44                   2                  24                   a
                0.27                0.00                62.0                 0.3                  51                   2                  24                   r
                0.27                0.00                62.8                 0.2                  56                   4                  24                   r
                0.28                0.00                63.5                 0.2                  46                   3                  24                   r
                0.28                0.00                64.3                 0.3                  53                   3                  24                   r
                0.28                0.00                64.5                 0.8                  50                   3                  24                   a
                0.28                0.00                65.3                 0.3                  46                   2                  24                   r
                0.29                0.00                66.2                 0.2                  54                   3                  24                   r
                0.29                0.00                67.0                 0.3                  50                   3                  24                   r
                0.29                0.00                67.5                 1.0                  50                   2                  24                   a
                0.30                0.00                67.9                 0.3                  52                   3                  24                   r
                0.30                0.00                68.7                 0.3                  51                   4                  24                   r
                0.30                0.00                69.6                 0.2                  50                   3                  24                   r
                0.31                0.00                70.2                 0.2                  53                   2                  24                   r
                0.31                0.00                70.9                 0.2                  44                   3                  24                   r
                0.31                0.00                71.1                 0.9                  48                   1                  24                   a
                0.31                0.00                71.5                 0.2                  49                   3                  24                   r
                0.31                0.00                72.1                 0.2                  45                   2                  24                   r
                0.32                0.00                72.7                 0.1                  50                   3                  24                   r
                0.32                0.00                73.1                 0.1                  45                   2                  24                   r
                0.32                0.00                73.6                 0.1                  50                   2                  24                   r
                0.32                0.00                73.8                 0.6                  45                   2                  24                   a
                0.32                0.00                74.1                 0.2                  46                   2                  24                   r
                0.33                0.00                74.6                 0.1                  47                   3                  24                   r
                0.33                0.00                75.1                 0.1                  51                   3                  24                   r
                0.33                0.00                75.6                 0.4                  46                   1                  24                   a
                0.33                0.00                75.6                 0.1                  48                   3                  24                   r
                0.33                0.00                76.1                 0.1                  51                   3                  24                   r
                0.33                0.00                76.5                 0.1                  51                   3                  24                   r
                0.34                0.00                76.9                 0.1                  49                   2                  24                   r
                0.34                0.00                77.1                 0.4                  47                   1                  24                   a
                0.34                0.00                77.4                 0.2                  49                   3                  24                   r
                0.34                0.00                78.0                 0.1                  48                   3                  24                   r
                0.34                0.00                78.4                 0.3                  45                   1                  24                   a
                0.34                0.00                78.4                 0.2                  48                   3                  24                   r
                0.34                0.00                78.9                 0.1                  50                   3                  24                   r
                0.35                0.00                79.3                 0.1                  55                   3                  24                   r
                0.35                0.00                79.5                 0.4                  49                   1                  24                   a
                0.35                0.00                79.7                 0.1                  52                   3                  24                   r
                0.35                0.00                80.3                 0.2                  49                   3                  24                   r
                0.35                0.00                80.6                 0.3                  48                   2                  24                   a
                0.35                0.00                80.7                 0.1                  54                   3                  24                   r
                0.35                0.00                81.2                 0.2                  51                   3                  24                   r
                0.36                0.00                81.6                 0.4                  49                   1                  24                   a
                0.36                0.00                81.8                 0.2                  57                   3                  24                   r
                0.36                0.00                82.3                 0.2                  52                   3                  24                   r
                0.36                0.00                82.7                 0.3                  48                   1                  24                   a
                0.36                0.00                82.8                 0.1                  52                   3                  24                   r
                0.36                0.00                83.4                 0.2                  51                   3                  24                   r
                0.37                0.00                83.8                 0.4                  45                   1                  24                   a
                0.37                0.00                84.0                 0.1                  52                   2                  24                   r
                0.37                0.00                84.5                 0.2                  52                   3                  24                   r
                0.37                0.00                85.0                 0.3                  52                   2                  24                   a
                0.37                0.00                85.1                 0.1                  55                   3                  24                   r
                0.37                0.00                85.6                 0.1                  53                   3                  24                   r
                0.38                0.00                86.2                 0.2                  59                   3                  24                   r
                0.38                0.00                86.2                 0.4                  51                   1                  24                   a
                0.38                0.00                86.9                 0.2                  52                   3                  24                   r
                0.38                0.00                87.4                 0.4                  50                   2                  24                   a
                0.38                0.00                87.7                 0.3                  57                   3                  24                   r
                0.39                0.00                88.5                 0.2                  59                   3                  24                   r
                0.39                0.00                88.6                 0.4                  53                   2                  24                   a
                0.39                0.00                89.2                 0.2                  59                   4                  24                   r
                0.39                0.00                89.9                 0.3                  63                   3                  24                   r
                0.39                0.00                90.0                 0.3                  51                   2                  24                   a
                0.40                0.00                90.9                 0.3                  53                   3                  24                   r
                0.40                0.00                91.4                 0.4                  53                   1                  24                   a
                0.40                0.00                91.9                 0.3                  58                   2                  24                   r
                0.40                0.00                92.8                 0.2                  62                   3                  24                   r
                0.41                0.00                93.1                 0.4                  57                   2                  24                   a
                0.41                0.00                93.8                 0.4                  61                   2                  24                   r
                0.41                0.00                95.1                 0.7                  51                   2                  24                   a
                0.42                0.00                95.2                 0.4                  57                   3                  24                   r
                0.42                0.00                96.2                 0.4                  57                   3                  24                   r
                0.42                0.00                97.2                 0.6                  55                   2                  24                   a
                0.42                0.00                97.3                 0.3                  61                   3                  24                   r
                0.43                0.00                98.5                 0.3                  48                   2                  24                   r
                0.43                0.00                99.2                 0.6                  58                   2                  24                   a
                0.43                0.00                99.6                 0.3                  48                   3                  24                   r
                0.44                0.00               100.4                 0.3                  50                   2                  24                   r
                0.44                0.00               101.5                 0.5                  47                   3                  24                   r
                0.44                0.00               101.8                 0.8                  54                   2                  24                   a
                0.45                0.00               102.7                 0.3                  56                   3                  24                   r
                0.45                0.00               103.7                 0.3                  50                   2                  24                   r
                0.46                0.00               104.6                 0.7                  61                   2                  24                   a
                0.46                0.00               104.9                 0.5                  50                   3                  24                   r
                0.46                0.00               106.2                 0.2                  57                   3                  24                   r
                0.47                0.00               107.4                 0.5                  55                   3                  24                   r
                0.47                0.00               107.6                 0.9                  64                   2                  24                   a
                0.47                0.00               108.5                 0.3                  64                   3                  24                   r
                0.48                0.00               109.5                 0.2                  53                   3                  24                   r
                0.48                0.00               110.6                 0.4                  54                   3                  24                   r
                0.48                0.00               110.7                 1.0                  61                   3                  24                   a
                0.49                0.00               112.0                 0.4                  54                   3                  24                   r
                0.49                0.00               113.2                 0.6                  62                   2                  24                   a
                0.49                0.00               113.4                 0.4                  51                   3                  24                   r
                0.50                0.00               114.4                 0.3                  64                   3                  24                   r
                0.50                0.00               114.8                 0.5                  60                   2                  24                   a
                0.50                0.00               115.7                 0.4                  56                   3                  24                   r
                0.51                0.00               116.6                 0.6                  63                   1                  24                   a
                0.51                0.00               117.2                 0.5                  55                   3                  24                   r
                0.52                0.00               118.3                 0.3                  55                   3                  24                   r
                0.52                0.00               119.5                 0.8                  69                   2                  24                   a
                0.52                0.00               119.7                 0.4                  56                   3                  24                   r
                0.53                0.00               120.7                 0.4                  57                   2                  24                   r
                0.53                0.00               122.1                 0.3                  55                   2                  24                   r
                0.53                0.00               122.5                 0.8                  62                   2                  24                   a
                0.54                0.00               123.3                 0.4                  55                   3                  24                   r
                0.54                0.00               124.4                 0.3                  57                   3                  24                   r
                0.55                0.00               125.1                 0.9                  52                   2                  24                   a
                0.55                0.00               125.5                 0.2                  58                   3                  24                   r
                0.55                0.00               126.2                 0.2                  60                   2                  24                   r
                0.55                0.00               127.2                 0.3                  54                   2                  24                   r
                0.56                0.00               127.4                 0.6                  61                   2                  24                   a
                0.56                0.00               127.9                 0.2                  55                   2                  24                   r
                0.56                0.00               128.5                 0.2                  52                   2                  24                   r
                0.56                0.00               129.1                 0.2                  50                   2                  24                   r
                0.56                0.00               129.3                 0.4                  59                   2                  24                   a
                0.57                0.00               129.7                 0.2                  49                   3                  24                   r
                0.57                0.00               130.3                 0.1                  53                   2                  24                   r
                0.57                0.00               130.6                 0.4                  57                   1                  24                   a
                0.57                0.00               130.8                 0.2                  50                   3                  24                   r
                0.57                0.00               131.3                 0.1                  47                   1                  24                   r
                0.58                0.00               131.8                 0.1                  50                   2                  24                   r
                0.58                0.00               131.9                 0.4                  60                   1                  24                   a
                0.58                0.00               132.3                 0.2                  51                   2                  24                   r
                0.58                0.00               132.9                 0.2                  51                   2                  24                   r
                0.58                0.00               133.2                 0.4                  66                   2                  24                   a
                0.58                0.00               133.4                 0.2                  50                   2                  24                   r
                0.58                0.00               133.9                 0.1                  57                   3                  24                   r
                0.59                0.00               134.2                 0.1                  58                   3                  24                   r
                0.59                0.00               134.7                 0.2                  50                   2                  24                   r
                0.59                0.00               135.2                 0.7                  65                   3                  24                   a
                0.59                0.00               135.3                 0.1                  52                   2                  24                   r
                0.59                0.00               135.9                 0.2                  53                   2                  24                   r
                0.59                0.00               136.3                 0.1                  56                   3                  24                   r
                0.60                0.00               136.8                 0.2                  56                   2                  24                   r
                0.60                0.00               137.4                 0.2                  55                   3                  24                   r
                0.60                0.00               138.2                 0.2                  60                   2                  24                   r
                0.61                0.00               138.7                 0.2                  57                   3                  24                   r
                0.61                0.01               139.2                 2.2                  77                   2                  24                   a
                0.61                0.00               139.4                 0.2                  67                   3                  24                   r
                0.61                0.00               140.2                 0.3                  61                   3                  24                   r
                0.61                0.00               140.8                 0.2                  66                   4                  24                   r
                0.62                0.00               141.6                 0.2                  67                   2                  24                   r
                0.62                0.00               142.1                 0.1                  59                   3                  24                   r
                0.62                0.00               142.9                 0.2                  65                   3                  24                   r
                0.63                0.00               143.6                 0.3                  65                   2                  24                   r
                0.63                0.00               144.3                 0.2                  65                   3                  24                   r
                0.63                0.00               144.9                 0.2                  66                   2                  24                   r
                0.63                0.00               145.5                 0.2                  67                   3                  24                   r
                0.64                0.00               146.3                 0.2                  74                   2                  24                   r
                0.64                0.00               147.0                 0.3                  71                   2                  24                   r
                0.64                0.00               147.6                 0.2                  70                   2                  24                   r
                0.65                0.00               148.4                 0.2                  71                   3                  24                   r
                0.65                0.00               149.1                 0.3                  71                   3                  24                   r
                0.65                0.00               149.9                 0.2                  68                   3                  24                   r
                0.66                0.00               150.6                 0.2                  72                   2                  24                   r
                0.66                0.00               151.5                 0.3                  75                   2                  24                   r
                0.66                0.00               152.2                 0.2                  68                   2                  24                   r
                0.67                0.00               153.0                 0.2                  68                   3                  24                   r
                0.67                0.00               153.9                 0.3                  68                   3                  24                   r
                0.68                0.00               154.8                 0.3                  67                   4                  24                   r
                0.68                0.00               155.6                 0.2                  71                   3                  24                   r
                0.68                0.02               156.0                 4.8                  84                   1                  24                   a
                0.68                0.00               156.5                 0.3                  64                   2                  24                   r
                0.69                0.00               157.5                 0.3                  62                   3                  24                   r
                0.69                0.00               158.6                 0.3                  61                   2                  24                   r
                0.70                0.00               159.5                 0.3                  64                   3                  24                   r
                0.70                0.00               160.8                 0.4                  62                   1                  24                   r
                0.71                0.00               162.0                 0.2                  67                   3                  24                   r
                0.71                0.00               163.0                 0.3                  67                   1                  24                   r
                0.72                0.00               164.5                 0.5                  68                   3                  24                   r
                0.72                0.00               166.1                 0.5                  72                   3                  24                   r
                0.73                0.01               166.5                 1.9                  80                   2                  24                   a
                0.73                0.00               167.8                 0.5                  76                   4                  24                   r
                0.74                0.00               169.3                 0.5                  71                   3                  24                   r
                0.75                0.00               171.5                 0.5                  75                   3                  24                   r
                0.75                0.00               171.7                 1.0                  82                   2                  24                   a
                0.76                0.00               173.6                 0.6                  64                   2                  24                   r
                0.76                0.00               174.4                 0.9                  82                   2                  24                   a
                0.77                0.00               175.5                 0.4                  70                   4                  24                   r
                0.77                0.00               177.1                 1.1                  74                   3                  24                   a
                0.78                0.00               178.0                 0.8                  74                   4                  24                   r
                0.79                0.00               180.2                 0.8                  74                   2                  24                   a
                0.79                0.00               180.7                 0.8                  68                   3                  24                   r
                0.80                0.00               182.8                 0.6                  77                   2                  24                   a
                0.80                0.00               183.3                 0.8                  70                   3                  24                   r
                0.81                0.00               185.2                 0.7                  78                   2                  24                   a
                0.81                0.00               185.6                 0.7                  63                   3                  24                   r
                0.82                0.00               186.9                 0.5                  74                   2                  24                   a
                0.82                0.00               187.5                 0.5                  60                   2                  24                   r
                0.82                0.00               188.8                 0.5                  69                   2                  24                   a
                0.83                0.00               189.3                 0.5                  57                   2                  24                   r
                0.83                0.00               190.3                 0.4                  72                   2                  24                   a
                0.83                0.00               191.0                 0.5                  67                   3                  24                   r
                0.84                0.00               191.9                 0.5                  80                   2                  24                   a
                0.84                0.00               192.7                 0.6                  69                   5                  24                   r
                0.84                0.00               193.6                 0.4                  79                   2                  24                   a
                0.85                0.00               194.8                 0.4                  81                   3                  24                   a
                0.85                0.00               195.0                 0.7                  71                   2                  24                   r
                0.86                0.00               196.0                 0.4                  84                   1                  24                   a
                0.86                0.00               197.3                 0.4                  88                   2                  24                   a
                0.86                0.00               197.6                 1.0                  71                   3                  24                   r
                0.87                0.00               198.6                 0.4                  90                   2                  24                   a
                0.87                0.00               200.1                 0.4                  93                   2                  24                   a
                0.87                0.00               200.4                 0.8                  76                   3                  24                   r
                0.88                0.00               201.7                 0.6                  85                   3                  24                   a
                0.89                0.00               203.6                 1.0                  70                   2                  24                   r
                0.89                0.00               203.6                 0.6                  86                   2                  24                   a
                0.90                0.00               205.5                 0.5                  86                   2                  24                   a
                0.90                0.00               206.9                 1.1                  78                   3                  24                   r
                0.90                0.00               207.2                 0.6                  91                   3                  24                   a
                0.91                0.00               209.5                 0.9                  96                   4                  24                   a
                0.92                0.01               210.4                 1.3                  69                   3                  24                   r
                0.93                0.01               213.2                 1.3                  92                   4                  24                   a
                0.93                0.01               214.1                 1.3                  75                   4                  24                   r
                0.96                0.02               219.9                 3.5                 100                   5                  24                   a
                0.97                0.02               222.2                 4.6                  94                   4                  22                   r
