             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                1.13                0.01                39.5                 0.3                 124                  10                   3                   a
                1.13                0.01                39.5                 0.3                 144                   7                   7                   r
                1.15                0.00                40.2                 0.0                 128                   4                   3                   a
                1.16                0.01                40.6                 0.3                 137                  14                   4                   r
                1.20                0.01                42.0                 0.3                 112                  18                   2                   a
                1.20                0.01                42.0                 0.3                 125                  11                   8                   r
                1.22                0.00                42.7                 0.0                  77                  23                   1                   a
                1.24                0.01                43.4                 0.3                 145                  18                   5                   r
                1.26                0.01                44.0                 0.3                 116                   9                   5                   a
                1.27                0.01                44.4                 0.3                 128                   3                   3                   r
                1.30                0.01                45.4                 0.3                 115                  11                   9                   r
                1.32                0.00                46.1                 0.0                 118                   0                   2                   a
                1.34                0.01                46.8                 0.3                 153                  20                   5                   r
                1.37                0.00                47.9                 0.0                 122                  13                   2                   a
                1.37                0.01                47.9                 0.3                  85                  14                   6                   r
                1.42                0.01                49.6                 0.3                 110                  24                   4                   r
                1.45                0.01                50.7                 0.3                 134                  12                   6                   r
                1.47                0.01                51.4                 0.3                 135                  10                   3                   a
                1.47                0.01                51.4                 0.3                 134                  14                   6                   r
                1.51                0.01                52.8                 0.3                 107                  10                  11                   r
                1.52                0.01                53.1                 0.3                  77                  13                   2                   a
                1.54                0.01                53.8                 0.3                 111                   8                  10                   r
                1.55                0.01                54.2                 0.3                  98                  14                   4                   a
                1.58                0.01                55.2                 0.3                 126                   9                  13                   r
                1.59                0.01                55.6                 0.3                 151                  16                   7                   a
                1.61                0.01                56.3                 0.3                 118                   9                   8                   a
                1.61                0.01                56.3                 0.3                 120                   6                  19                   r
                1.65                0.01                57.7                 0.3                 103                   3                  19                   r
                1.66                0.00                58.0                 0.0                 133                   9                   2                   a
                1.68                0.01                58.7                 0.3                 123                  12                   7                   a
                1.68                0.01                58.7                 0.3                 114                   5                  16                   r
                1.71                0.01                59.8                 0.3                 110                   4                  24                   r
                1.75                0.01                61.2                 0.3                 114                   5                  24                   r
                1.77                0.05                61.9                 1.7                 111                   7                  24                   a
                1.78                0.01                62.2                 0.3                 122                   5                  24                   r
                1.81                0.01                63.3                 0.3                 119                   4                  24                   r
                1.84                0.01                64.3                 0.3                 127                   3                  24                   r
                1.86                0.01                65.0                 0.3                 128                   4                  24                   r
                1.89                0.01                66.1                 0.3                 126                   5                  24                   r
                1.91                0.03                66.8                 1.0                 123                   9                  24                   a
                1.91                0.01                66.8                 0.3                 137                   6                  24                   r
                1.94                0.01                67.8                 0.3                 125                   3                  24                   r
                1.97                0.01                68.9                 0.3                 138                   4                  24                   r
                1.99                0.01                69.6                 0.3                 131                   5                  24                   r
                2.00                0.02                69.9                 0.7                 127                   7                  24                   a
                2.01                0.01                70.3                 0.3                 134                   4                  24                   r
                2.04                0.01                71.3                 0.3                 134                   4                  24                   r
                2.06                0.01                72.0                 0.3                 131                   5                  24                   r
                2.09                0.02                73.1                 0.7                 123                   6                  24                   a
                2.09                0.01                73.1                 0.3                 136                   5                  24                   r
                2.12                0.01                74.1                 0.3                 139                   3                  24                   r
                2.15                0.01                75.2                 0.3                 142                   3                  24                   r
                2.16                0.02                75.5                 0.7                 125                   5                  24                   a
                2.18                0.01                76.2                 0.3                 138                   4                  24                   r
                2.21                0.01                77.3                 0.3                 143                   5                  24                   r
                2.22                0.01                77.6                 0.3                 132                   4                  24                   a
                2.24                0.01                78.3                 0.3                 142                   4                  24                   r
                2.26                0.01                79.0                 0.3                 129                   6                  24                   r
                2.28                0.02                79.7                 0.7                 124                   6                  24                   a
                2.28                0.01                79.7                 0.3                 136                   4                  24                   r
                2.31                0.01                80.8                 0.3                 138                   3                  24                   r
                2.33                0.00                81.5                 0.0                 136                   3                  24                   r
                2.35                0.02                82.2                 0.7                 126                   7                  24                   a
                2.35                0.01                82.2                 0.3                 137                   4                  24                   r
                2.37                0.01                82.9                 0.3                 135                   5                  24                   r
                2.39                0.01                83.6                 0.3                 137                   3                  24                   r
                2.41                0.01                84.3                 0.3                 134                   4                  24                   r
                2.43                0.00                85.0                 0.0                 136                   4                  24                   r
                2.44                0.03                85.3                 1.0                 124                   6                  24                   a
                2.45                0.01                85.7                 0.3                 132                   3                  24                   r
                2.47                0.00                86.4                 0.0                 134                   3                  24                   r
                2.48                0.00                86.7                 0.0                 127                   3                  24                   r
                2.49                0.00                87.1                 0.0                 133                   2                  24                   r
                2.51                0.00                87.7                 0.0                 130                   4                  24                   r
                2.52                0.00                88.1                 0.0                 132                   3                  24                   r
                2.54                0.03                88.8                 1.0                 121                   7                  24                   a
                2.54                0.01                88.8                 0.3                 135                   3                  24                   r
                2.55                0.00                89.1                 0.0                 140                   3                  24                   r
                2.57                0.01                89.8                 0.3                 131                   3                  24                   r
                2.58                0.00                90.2                 0.0                 142                   3                  24                   r
                2.60                0.00                90.9                 0.0                 133                   5                  24                   r
                2.61                0.00                91.2                 0.0                 137                   4                  24                   r
                2.63                0.03                91.9                 1.0                 116                   7                  24                   a
                2.63                0.01                91.9                 0.3                 134                   3                  24                   r
                2.65                0.00                92.6                 0.0                 142                   3                  24                   r
                2.67                0.01                93.3                 0.3                 132                   4                  24                   r
                2.68                0.00                93.7                 0.0                 139                   4                  24                   r
                2.69                0.00                94.0                 0.0                 133                   4                  24                   r
                2.70                0.02                94.4                 0.7                 119                   7                  24                   a
                2.71                0.00                94.7                 0.0                 132                   3                  24                   r
                2.72                0.00                95.1                 0.0                 129                   3                  24                   r
                2.74                0.00                95.8                 0.0                 135                   3                  24                   r
                2.75                0.00                96.1                 0.0                 129                   3                  24                   r
                2.76                0.00                96.5                 0.0                 132                   3                  24                   r
                2.77                0.00                96.8                 0.0                 126                   3                  24                   r
                2.79                0.03                97.5                 1.0                 116                   6                  24                   a
                2.79                0.00                97.5                 0.0                 136                   2                  24                   r
                2.80                0.00                97.9                 0.0                 131                   3                  24                   r
                2.81                0.00                98.2                 0.0                 136                   4                  24                   r
                2.83                0.00                98.9                 0.0                 133                   5                  24                   r
                2.84                0.01                99.3                 0.3                 123                   4                  24                   r
                2.86                0.02               100.0                 0.7                 108                   6                  24                   a
                2.86                0.01               100.0                 0.3                 132                   3                  24                   r
                2.88                0.00               100.7                 0.0                 126                   5                  24                   r
                2.89                0.01               101.0                 0.3                 127                   4                  24                   r
                2.90                0.00               101.4                 0.0                 141                   3                  24                   r
                2.92                0.01               102.1                 0.3                 133                   5                  24                   r
                2.94                0.02               102.8                 0.7                  95                   6                  24                   a
                2.94                0.01               102.8                 0.3                 126                   5                  24                   r
                2.95                0.00               103.1                 0.0                 132                   5                  24                   r
                2.97                0.01               103.8                 0.3                 131                   5                  24                   r
                2.98                0.00               104.2                 0.0                 134                   3                  24                   r
                3.00                0.00               104.9                 0.0                 133                   4                  24                   r
                3.02                0.00               105.6                 0.0                 146                   3                  24                   r
                3.03                0.01               105.9                 0.3                 138                   3                  24                   r
                3.04                0.03               106.3                 1.0                 122                   7                  24                   a
                3.05                0.00               106.6                 0.0                 125                   5                  24                   r
                3.06                0.00               107.0                 0.0                 138                   4                  24                   r
                3.08                0.00               107.7                 0.0                 132                   3                  24                   r
                3.09                0.00               108.0                 0.0                 131                   3                  24                   r
                3.11                0.00               108.7                 0.0                 134                   3                  24                   r
                3.12                0.00               109.1                 0.0                 136                   3                  24                   r
                3.14                0.02               109.8                 0.7                 108                   6                  24                   a
                3.14                0.01               109.8                 0.3                 128                   5                  24                   r
                3.16                0.00               110.5                 0.0                 137                   4                  24                   r
                3.18                0.01               111.2                 0.3                 142                   4                  24                   r
                3.20                0.00               111.9                 0.0                 123                   5                  24                   r
                3.22                0.02               112.6                 0.7                 119                   7                  24                   a
                3.22                0.01               112.6                 0.3                 135                   4                  24                   r
                3.24                0.01               113.3                 0.3                 128                   4                  24                   r
                3.26                0.01               114.0                 0.3                 133                   5                  24                   r
                3.28                0.00               114.7                 0.0                 129                   4                  24                   r
                3.29                0.02               115.0                 0.7                 132                   5                  24                   a
                3.30                0.01               115.4                 0.3                 138                   5                  24                   r
                3.32                0.01               116.1                 0.3                 138                   5                  24                   r
                3.34                0.00               116.8                 0.0                 129                   4                  24                   r
                3.35                0.01               117.1                 0.3                 144                   5                  24                   a
                3.35                0.01               117.1                 0.3                 146                   6                  24                   r
                3.37                0.00               117.8                 0.0                 132                   5                  24                   r
                3.39                0.01               118.5                 0.3                 122                   4                  24                   r
                3.40                0.01               118.9                 0.3                 158                   4                  24                   a
                3.40                0.00               118.9                 0.0                 141                   4                  24                   r
                3.42                0.00               119.6                 0.0                 137                   4                  24                   r
                3.43                0.00               119.9                 0.0                 131                   4                  24                   r
                3.44                0.01               120.3                 0.3                 156                   4                  24                   a
                3.45                0.00               120.6                 0.0                 135                   3                  24                   r
                3.46                0.00               121.0                 0.0                 138                   4                  24                   r
                3.47                0.01               121.3                 0.3                 137                   4                  24                   r
                3.48                0.01               121.7                 0.3                 158                   4                  24                   a
                3.49                0.00               122.0                 0.0                 133                   3                  24                   r
                3.51                0.00               122.7                 0.0                 132                   3                  24                   r
                3.52                0.00               123.1                 0.0                 133                   3                  24                   r
                3.53                0.01               123.4                 0.3                 158                   4                  24                   a
                3.53                0.00               123.4                 0.0                 137                   3                  24                   r
                3.54                0.00               123.8                 0.0                 139                   4                  24                   r
                3.55                0.00               124.1                 0.0                 143                   4                  24                   r
                3.56                0.00               124.5                 0.0                 139                   4                  24                   r
                3.57                0.00               124.8                 0.0                 138                   4                  24                   r
                3.58                0.02               125.2                 0.7                 154                   6                  24                   a
                3.59                0.00               125.5                 0.0                 139                   2                  24                   r
                3.60                0.00               125.9                 0.0                 137                   3                  24                   r
                3.61                0.00               126.2                 0.0                 142                   4                  24                   r
                3.62                0.00               126.6                 0.0                 140                   4                  24                   r
                3.63                0.00               126.9                 0.0                 135                   3                  24                   r
                3.64                0.02               127.3                 0.7                 151                   6                  24                   a
                3.64                0.00               127.3                 0.0                 136                   3                  24                   r
                3.65                0.00               127.6                 0.0                 139                   3                  24                   r
                3.67                0.00               128.3                 0.0                 143                   3                  24                   r
                3.68                0.00               128.7                 0.0                 139                   3                  24                   r
                3.69                0.00               129.0                 0.0                 143                   3                  24                   r
                3.70                0.01               129.4                 0.3                 157                   4                  24                   a
                3.70                0.00               129.4                 0.0                 144                   5                  24                   r
                3.71                0.00               129.7                 0.0                 142                   3                  24                   r
                3.72                0.00               130.1                 0.0                 143                   4                  24                   r
                3.73                0.00               130.4                 0.0                 141                   5                  24                   r
                3.74                0.00               130.8                 0.0                 141                   4                  24                   r
                3.74                0.00               130.8                 0.0                 145                   3                  24                   r
                3.75                0.00               131.1                 0.0                 142                   4                  24                   r
                3.76                0.00               131.5                 0.0                 145                   5                  24                   r
                3.77                0.00               131.8                 0.0                 146                   5                  24                   r
                3.78                0.03               132.1                 1.0                 155                   4                  24                   a
                3.78                0.00               132.1                 0.0                 137                   4                  24                   r
                3.78                0.00               132.1                 0.0                 151                   5                  24                   r
                3.79                0.00               132.5                 0.0                 134                   2                  24                   r
                3.80                0.00               132.8                 0.0                 134                   3                  24                   r
                3.81                0.00               133.2                 0.0                 139                   3                  24                   r
                3.81                0.00               133.2                 0.0                 141                   5                  24                   r
                3.82                0.00               133.5                 0.0                 132                   4                  24                   r
                3.83                0.00               133.9                 0.0                 141                   4                  24                   r
                3.84                0.00               134.2                 0.0                 142                   5                  24                   r
                3.84                0.00               134.2                 0.0                 138                   5                  24                   r
                3.85                0.00               134.6                 0.0                 134                   4                  24                   r
                3.86                0.00               134.9                 0.0                 150                   5                  24                   r
                3.86                0.00               134.9                 0.0                 138                   4                  24                   r
                3.87                0.00               135.3                 0.0                 144                   4                  24                   r
                3.88                0.03               135.6                 1.0                 152                   5                  24                   a
                3.88                0.00               135.6                 0.0                 148                   4                  24                   r
                3.89                0.00               136.0                 0.0                 143                   3                  24                   r
                3.90                0.00               136.3                 0.0                 134                   4                  24                   r
                3.90                0.00               136.3                 0.0                 138                   4                  24                   r
                3.91                0.00               136.7                 0.0                 144                   3                  24                   r
                3.92                0.00               137.0                 0.0                 136                   3                  24                   r
                3.93                0.00               137.4                 0.0                 139                   4                  24                   r
                3.94                0.00               137.7                 0.0                 145                   3                  24                   r
                3.95                0.00               138.1                 0.0                 150                   4                  24                   r
                3.96                0.02               138.4                 0.7                 161                   3                  24                   a
                3.96                0.00               138.4                 0.0                 137                   4                  24                   r
                3.97                0.00               138.8                 0.0                 148                   4                  24                   r
                3.97                0.00               138.8                 0.0                 137                   3                  24                   r
                3.98                0.00               139.1                 0.0                 143                   4                  24                   r
                3.99                0.00               139.5                 0.0                 143                   4                  24                   r
                4.00                0.00               139.8                 0.0                 144                   3                  24                   r
                4.01                0.00               140.2                 0.0                 140                   3                  24                   r
                4.03                0.02               140.9                 0.7                 163                   4                  24                   a
                4.03                0.00               140.9                 0.0                 146                   4                  24                   r
                4.04                0.00               141.2                 0.0                 143                   3                  24                   r
                4.05                0.00               141.6                 0.0                 147                   4                  24                   r
                4.06                0.00               141.9                 0.0                 143                   4                  24                   r
                4.07                0.00               142.3                 0.0                 148                   4                  24                   r
                4.08                0.00               142.6                 0.0                 144                   3                  24                   r
                4.09                0.00               143.0                 0.0                 150                   4                  24                   r
                4.10                0.02               143.3                 0.7                 163                   3                  24                   a
                4.10                0.00               143.3                 0.0                 144                   4                  24                   r
                4.11                0.00               143.7                 0.0                 142                   2                  24                   r
                4.12                0.00               144.0                 0.0                 144                   4                  24                   r
                4.13                0.00               144.4                 0.0                 148                   3                  24                   r
                4.14                0.00               144.7                 0.0                 145                   5                  24                   r
                4.15                0.00               145.1                 0.0                 142                   3                  24                   r
                4.16                0.00               145.4                 0.0                 152                   3                  24                   r
                4.17                0.00               145.8                 0.0                 141                   5                  24                   r
                4.18                0.03               146.1                 1.0                 170                   2                  24                   a
                4.19                0.01               146.5                 0.3                 153                   4                  24                   r
                4.20                0.00               146.8                 0.0                 152                   4                  24                   r
                4.21                0.00               147.2                 0.0                 146                   5                  24                   r
                4.22                0.00               147.5                 0.0                 148                   4                  24                   r
                4.24                0.00               148.2                 0.0                 153                   5                  24                   r
                4.25                0.00               148.6                 0.0                 158                   6                  24                   r
                4.27                0.00               149.3                 0.0                 158                   4                  24                   r
                4.28                0.00               149.6                 0.0                 153                   3                  24                   r
                4.30                0.01               150.3                 0.3                 160                   5                  24                   r
                4.32                0.01               151.0                 0.3                 152                   5                  24                   r
                4.33                0.05               151.4                 1.7                 169                   4                  24                   a
                4.33                0.01               151.4                 0.3                 161                   6                  24                   r
                4.35                0.01               152.1                 0.3                 163                   5                  24                   r
                4.37                0.01               152.8                 0.3                 151                   6                  24                   r
                4.39                0.01               153.5                 0.3                 164                   5                  24                   r
                4.41                0.01               154.2                 0.3                 152                   6                  24                   r
                4.44                0.01               155.2                 0.3                 174                   6                  24                   r
                4.46                0.01               155.9                 0.3                 168                   6                  24                   r
                4.48                0.01               156.6                 0.3                 177                   5                  24                   r
                4.49                0.05               157.0                 1.7                 166                   3                  13                   a
                4.51                0.01               157.7                 0.3                 169                   4                  24                   r
                4.54                0.01               158.7                 0.3                 167                   5                  24                   r
                4.56                0.01               159.4                 0.3                 167                   5                  24                   r
                4.58                0.01               160.1                 0.3                 166                   5                  24                   r
                4.60                0.01               160.8                 0.3                 170                   4                  24                   r
                4.62                0.01               161.5                 0.3                 173                   6                  24                   r
                4.64                0.01               162.2                 0.3                 163                   5                  24                   r
                4.66                0.01               162.9                 0.3                 160                   5                  24                   r
                4.69                0.01               164.0                 0.3                 173                   3                  24                   r
                4.71                0.01               164.7                 0.3                 167                   5                  24                   r
                4.73                0.01               165.4                 0.3                 169                   4                  24                   r
                4.76                0.01               166.4                 0.3                 177                   5                  24                   r
                4.79                0.01               167.5                 0.3                 171                   5                  24                   r
                4.83                0.01               168.9                 0.3                 181                   4                  24                   r
                4.87                0.01               170.3                 0.3                 186                   5                  24                   r
                4.92                0.02               172.0                 0.7                 191                   5                  24                   r
                5.01                0.04               175.2                 1.4                 184                   6                  24                   r
                5.20                0.08               181.8                 2.8                 142                   7                  24                   r
                5.43                0.07               189.8                 2.4                 161                   9                  18                   r
