             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                0.27                0.15                 0.9                 0.5                 113                  35                   2                   r
                0.45                0.00                 1.5                 0.0                 153                  35                   1                   a
                0.87                0.16                 2.8                 0.5                 146                  12                   6                   a
                0.92                0.00                 3.0                 0.0                  99                  35                   1                   r
                1.31                0.15                 4.2                 0.5                 141                   4                  11                   a
                1.39                0.10                 4.5                 0.3                 180                   8                   9                   r
                1.83                0.13                 5.9                 0.4                 155                   4                  18                   a
                1.88                0.15                 6.1                 0.5                 170                   8                  12                   r
                2.20                0.10                 7.1                 0.3                 165                   3                  19                   a
                2.37                0.15                 7.7                 0.5                 184                   4                  19                   r
                2.52                0.09                 8.2                 0.3                 172                   5                  19                   a
                2.80                0.08                 9.1                 0.3                 188                   3                  19                   a
                2.96                0.17                 9.6                 0.6                 187                   5                  19                   r
                3.07                0.09                10.0                 0.3                 196                   4                  19                   a
                3.35                0.07                10.9                 0.2                 203                   2                  19                   a
                3.39                0.11                11.0                 0.4                 195                   4                  19                   r
                3.59                0.10                11.6                 0.3                 202                   2                  19                   a
                3.74                0.10                12.1                 0.3                 196                   4                  19                   r
                3.85                0.07                12.5                 0.2                 193                   3                  19                   a
                4.06                0.06                13.2                 0.2                 191                   4                  19                   a
                4.06                0.10                13.2                 0.3                 194                   3                  19                   r
                4.24                0.06                13.8                 0.2                 203                   4                  19                   a
                4.34                0.08                14.1                 0.3                 199                   4                  19                   r
                4.45                0.07                14.4                 0.2                 204                   4                  19                   a
                4.60                0.09                14.9                 0.3                 197                   3                  19                   r
                4.72                0.10                15.3                 0.3                 211                   5                  19                   a
                4.88                0.09                15.8                 0.3                 200                   6                  19                   r
                4.99                0.09                16.2                 0.3                 202                   6                  19                   a
                5.17                0.11                16.8                 0.4                 200                   5                  19                   r
                5.37                0.15                17.4                 0.5                 196                   5                  19                   a
                5.51                0.10                17.9                 0.3                 209                   7                  19                   r
                5.86                0.17                19.0                 0.6                 198                   4                  19                   a
                5.92                0.16                19.2                 0.5                 206                   6                  19                   r
                6.39                0.12                20.7                 0.4                 195                   4                  19                   r
                6.55                0.23                21.2                 0.7                 203                   5                  19                   a
                6.79                0.14                22.0                 0.5                 201                   7                  19                   r
                7.19                0.17                23.3                 0.6                 205                   4                  19                   a
                7.33                0.24                23.8                 0.8                 205                   6                  19                   r
                7.77                0.18                25.2                 0.6                 202                   4                  19                   a
                8.54                0.65                27.7                 2.1                 204                   8                  18                   r
                8.92                1.06                28.9                 3.4                 201                   5                  14                   a
