             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                6.51                0.01                91.3                 0.1                 156                   1                  21                   a
                6.55                0.01                91.9                 0.1                 160                   1                  21                   a
                6.60                0.01                92.6                 0.1                 159                   1                  21                   a
                6.61                0.04                92.7                 0.6                 160                   1                  21                   r
                6.64                0.01                93.2                 0.1                 162                   1                  21                   a
                6.68                0.01                93.7                 0.1                 163                   1                  21                   a
                6.73                0.01                94.4                 0.1                 159                   2                  21                   a
                6.78                0.02                95.1                 0.3                 162                   1                  21                   a
                6.78                0.06                95.1                 0.8                 162                   3                  21                   r
                6.84                0.02                96.0                 0.3                 166                   1                  21                   a
                6.91                0.03                97.0                 0.4                 166                   1                  21                   a
                7.00                0.03                98.2                 0.4                 166                   2                  21                   a
                7.15                0.07               100.3                 1.0                 162                   3                  21                   a
                7.31                0.30               102.6                 4.2                 162                   2                  21                   r
                7.51                0.16               105.4                 2.2                 179                   2                  21                   a
                8.70                0.65               122.1                 9.1                 163                   3                  19                   r
                8.88                0.62               124.6                 8.7                 168                   2                  21                   a
                9.59                0.08               134.6                 1.1                 166                   1                  21                   a
                9.89                0.17               138.8                 2.4                 170                   3                  17                   a
