             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                0.09                0.03                 1.3                 0.4                 -24                   5                   5                   r
                0.10                0.03                 1.5                 0.4                  71                   6                   7                   a
                0.21                0.04                 3.1                 0.6                  11                   7                  18                   r
                0.22                0.04                 3.2                 0.6                  95                   5                  18                   a
                0.33                0.03                 4.8                 0.4                  59                   8                  24                   r
                0.34                0.03                 4.9                 0.4                 116                   5                  24                   a
                0.43                0.03                 6.2                 0.4                  88                   7                  24                   r
                0.44                0.02                 6.4                 0.3                 125                   4                  24                   a
                0.51                0.02                 7.4                 0.3                 129                   5                  24                   a
                0.51                0.02                 7.4                 0.3                 104                   7                  24                   r
                0.57                0.02                 8.3                 0.3                 106                   6                  24                   r
                0.58                0.02                 8.4                 0.3                 126                   4                  24                   a
                0.64                0.02                 9.3                 0.3                 120                   6                  24                   a
                0.64                0.02                 9.3                 0.3                 104                   5                  24                   r
                0.69                0.01                10.0                 0.1                 109                   4                  24                   r
                0.70                0.02                10.2                 0.3                 110                   6                  24                   a
                0.74                0.01                10.7                 0.1                 108                   4                  24                   r
                0.75                0.02                10.9                 0.3                 105                   5                  24                   a
                0.79                0.01                11.5                 0.1                 112                   5                  24                   r
                0.80                0.01                11.6                 0.1                  92                   7                  24                   a
                0.84                0.01                12.2                 0.1                  92                   6                  24                   a
                0.84                0.01                12.2                 0.1                 109                   3                  24                   r
                0.88                0.01                12.8                 0.1                  82                   6                  24                   a
                0.88                0.01                12.8                 0.1                 106                   3                  24                   r
                0.92                0.01                13.4                 0.1                 105                   3                  24                   r
                0.93                0.01                13.5                 0.1                  70                   6                  24                   a
                0.96                0.01                13.9                 0.1                 100                   2                  24                   r
                0.97                0.01                14.1                 0.1                  69                   5                  24                   a
                1.00                0.01                14.5                 0.1                  98                   4                  24                   r
                1.01                0.01                14.7                 0.1                  59                   6                  24                   a
                1.04                0.01                15.1                 0.1                  92                   3                  24                   r
                1.05                0.01                15.3                 0.1                  62                   6                  24                   a
                1.07                0.01                15.5                 0.1                  95                   4                  24                   r
                1.09                0.01                15.8                 0.1                  56                   6                  24                   a
                1.11                0.01                16.1                 0.1                  94                   4                  24                   r
                1.12                0.01                16.3                 0.1                  58                   5                  24                   a
                1.15                0.01                16.7                 0.1                  79                   4                  24                   r
                1.16                0.01                16.8                 0.1                  52                   5                  24                   a
                1.18                0.01                17.1                 0.1                  82                   4                  24                   r
                1.20                0.01                17.4                 0.1                  57                   5                  24                   a
                1.22                0.01                17.7                 0.1                  81                   4                  24                   r
                1.24                0.01                18.0                 0.1                  50                   5                  24                   a
                1.25                0.01                18.2                 0.1                  69                   5                  24                   r
                1.28                0.01                18.6                 0.1                  49                   4                  24                   a
                1.29                0.01                18.7                 0.1                  62                   5                  24                   r
                1.32                0.01                19.2                 0.1                  42                   4                  24                   a
                1.32                0.01                19.2                 0.1                  66                   5                  24                   r
                1.35                0.01                19.6                 0.1                  45                   4                  24                   a
                1.36                0.01                19.8                 0.1                  57                   6                  24                   r
                1.39                0.01                20.2                 0.1                  48                   4                  24                   a
                1.40                0.01                20.3                 0.1                  53                   5                  24                   r
                1.42                0.01                20.6                 0.1                  46                   4                  24                   a
                1.43                0.01                20.8                 0.1                  61                   5                  24                   r
                1.45                0.01                21.1                 0.1                  46                   3                  24                   a
                1.47                0.01                21.4                 0.1                  47                   5                  24                   r
                1.48                0.01                21.5                 0.1                  43                   3                  24                   a
                1.51                0.01                21.9                 0.1                  52                   5                  24                   r
                1.52                0.01                22.1                 0.1                  50                   3                  24                   a
                1.55                0.01                22.5                 0.1                  46                   5                  24                   a
                1.55                0.01                22.5                 0.1                  37                   6                  24                   r
                1.58                0.01                23.0                 0.1                  51                   5                  24                   a
                1.58                0.01                23.0                 0.1                  53                   5                  24                   r
                1.61                0.01                23.4                 0.1                  45                   4                  24                   a
                1.62                0.02                23.5                 0.3                  46                   6                  24                   r
                1.64                0.01                23.8                 0.1                  45                   4                  24                   a
                1.66                0.01                24.1                 0.1                  38                   4                  24                   r
