             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                0.50                0.01                19.8                 0.4                  47                   2                  17                   a
                0.51                0.00                20.2                 0.0                  38                   1                  17                   r
                0.52                0.01                20.6                 0.4                  48                   1                  17                   a
                0.52                0.00                20.6                 0.0                  40                   3                  17                   r
                0.54                0.00                21.4                 0.0                  49                   2                  17                   a
                0.54                0.00                21.4                 0.0                  36                   3                  17                   r
                0.56                0.00                22.2                 0.0                  52                   1                  17                   a
                0.56                0.00                22.2                 0.0                  38                   2                  17                   r
                0.57                0.00                22.6                 0.0                  52                   2                  17                   a
                0.57                0.00                22.6                 0.0                  40                   3                  17                   r
                0.58                0.00                23.0                 0.0                  43                   2                  17                   r
                0.59                0.00                23.4                 0.0                  53                   2                  17                   a
                0.60                0.00                23.8                 0.0                  50                   2                  17                   a
                0.60                0.00                23.8                 0.0                  42                   2                  17                   r
                0.61                0.00                24.2                 0.0                  51                   2                  17                   a
                0.61                0.00                24.2                 0.0                  45                   2                  17                   r
                0.62                0.00                24.6                 0.0                  48                   2                  17                   a
                0.62                0.00                24.6                 0.0                  46                   1                  17                   r
                0.63                0.01                25.0                 0.4                  50                   2                  17                   a
                0.63                0.00                25.0                 0.0                  42                   3                  17                   r
                0.64                0.00                25.4                 0.0                  50                   1                  17                   a
                0.64                0.00                25.4                 0.0                  48                   2                  17                   r
                0.65                0.00                25.8                 0.0                  53                   1                  17                   a
                0.66                0.00                26.2                 0.0                  48                   2                  17                   r
                0.67                0.01                26.6                 0.4                  50                   1                  17                   a
                0.67                0.00                26.6                 0.0                  51                   1                  17                   r
                0.68                0.00                27.0                 0.0                  50                   2                  17                   r
                0.69                0.01                27.4                 0.4                  51                   2                  17                   a
                0.69                0.00                27.4                 0.0                  55                   2                  17                   r
                0.70                0.00                27.8                 0.0                  53                   2                  17                   a
                0.70                0.00                27.8                 0.0                  55                   2                  17                   r
                0.71                0.00                28.2                 0.0                  54                   1                  17                   a
                0.72                0.00                28.6                 0.0                  55                   2                  17                   r
                0.73                0.00                29.0                 0.0                  56                   1                  17                   a
                0.73                0.00                29.0                 0.0                  51                   2                  17                   r
                0.74                0.00                29.4                 0.0                  51                   2                  17                   a
                0.74                0.00                29.4                 0.0                  51                   3                  17                   r
                0.75                0.00                29.7                 0.0                  52                   2                  17                   a
                0.75                0.00                29.7                 0.0                  54                   3                  17                   r
                0.76                0.00                30.1                 0.0                  57                   1                  17                   a
                0.76                0.00                30.1                 0.0                  58                   2                  17                   r
                0.77                0.00                30.5                 0.0                  56                   1                  17                   a
                0.77                0.00                30.5                 0.0                  56                   3                  17                   r
                0.78                0.00                30.9                 0.0                  57                   3                  17                   a
                0.78                0.00                30.9                 0.0                  57                   2                  17                   r
                0.79                0.00                31.3                 0.0                  54                   1                  17                   a
                0.79                0.00                31.3                 0.0                  58                   3                  17                   r
                0.80                0.00                31.7                 0.0                  54                   2                  17                   a
                0.81                0.00                32.1                 0.0                  58                   1                  17                   a
                0.81                0.00                32.1                 0.0                  63                   2                  17                   r
                0.82                0.00                32.5                 0.0                  58                   2                  17                   a
                0.82                0.00                32.5                 0.0                  58                   3                  17                   r
                0.83                0.00                32.9                 0.0                  58                   1                  17                   a
                0.83                0.00                32.9                 0.0                  63                   1                  17                   r
                0.84                0.00                33.3                 0.0                  59                   2                  17                   a
                0.84                0.00                33.3                 0.0                  61                   3                  17                   r
                0.85                0.00                33.7                 0.0                  57                   2                  17                   a
                0.85                0.00                33.7                 0.0                  64                   2                  17                   r
                0.86                0.00                34.1                 0.0                  56                   2                  17                   a
                0.86                0.00                34.1                 0.0                  67                   2                  17                   r
                0.87                0.00                34.5                 0.0                  57                   3                  17                   a
                0.87                0.00                34.5                 0.0                  62                   3                  17                   r
                0.88                0.00                34.9                 0.0                  60                   1                  17                   a
                0.89                0.00                35.3                 0.0                  55                   2                  17                   a
                0.89                0.00                35.3                 0.0                  66                   2                  17                   r
                0.90                0.00                35.7                 0.0                  59                   2                  17                   a
                0.90                0.00                35.7                 0.0                  69                   3                  17                   r
                0.90                0.00                35.7                 0.0                  67                   4                  17                   r
                0.91                0.00                36.1                 0.0                  57                   2                  17                   a
                0.92                0.00                36.5                 0.0                  59                   2                  17                   a
                0.92                0.00                36.5                 0.0                  68                   3                  17                   r
                0.93                0.00                36.9                 0.0                  59                   2                  17                   a
                0.93                0.00                36.9                 0.0                  62                   3                  17                   a
                0.93                0.00                36.9                 0.0                  64                   3                  17                   r
                0.93                0.00                36.9                 0.0                  71                   3                  17                   r
                0.94                0.00                37.3                 0.0                  61                   3                  17                   a
                0.95                0.00                37.7                 0.0                  62                   2                  17                   a
                0.95                0.00                37.7                 0.0                  72                   2                  17                   r
                0.96                0.00                38.1                 0.0                  57                   2                  17                   a
                0.96                0.00                38.1                 0.0                  69                   4                  17                   r
                0.97                0.00                38.5                 0.0                  56                   2                  17                   a
                0.97                0.00                38.5                 0.0                  72                   3                  17                   r
                0.98                0.00                38.9                 0.0                  61                   2                  17                   a
                0.98                0.00                38.9                 0.0                  61                   2                  17                   a
                0.98                0.00                38.9                 0.0                  73                   3                  17                   r
                0.99                0.00                39.3                 0.0                  65                   1                  17                   a
                0.99                0.00                39.3                 0.0                  71                   3                  17                   r
                1.00                0.00                39.7                 0.0                  64                   3                  17                   a
                1.00                0.00                39.7                 0.0                  77                   2                  17                   r
                1.01                0.00                40.1                 0.0                  59                   2                  17                   a
                1.01                0.00                40.1                 0.0                  75                   2                  17                   r
                1.02                0.00                40.5                 0.0                  64                   1                  17                   a
                1.02                0.00                40.5                 0.0                  63                   2                  17                   a
                1.02                0.00                40.5                 0.0                  78                   3                  17                   r
                1.03                0.00                40.9                 0.0                  63                   2                  17                   a
                1.03                0.00                40.9                 0.0                  77                   3                  17                   r
                1.04                0.00                41.3                 0.0                  63                   1                  17                   a
                1.04                0.00                41.3                 0.0                  73                   3                  17                   r
                1.05                0.00                41.6                 0.0                  59                   1                  17                   a
                1.06                0.00                42.0                 0.0                  64                   2                  17                   a
                1.06                0.00                42.0                 0.0                  67                   2                  17                   a
                1.06                0.00                42.0                 0.0                  79                   1                  17                   r
                1.07                0.00                42.4                 0.0                  62                   1                  17                   a
                1.07                0.01                42.4                 0.4                  74                   2                  17                   r
                1.08                0.00                42.8                 0.0                  66                   2                  17                   a
                1.09                0.00                43.2                 0.0                  67                   2                  17                   a
                1.09                0.00                43.2                 0.0                  64                   1                  17                   a
                1.09                0.00                43.2                 0.0                  78                   1                  17                   r
                1.10                0.00                43.6                 0.0                  67                   1                  17                   a
                1.10                0.00                43.6                 0.0                  77                   1                  17                   r
                1.11                0.00                44.0                 0.0                  68                   1                  17                   a
                1.11                0.00                44.0                 0.0                  66                   1                  17                   a
                1.12                0.00                44.4                 0.0                  66                   1                  17                   a
                1.12                0.00                44.4                 0.0                  84                   2                  17                   r
                1.13                0.00                44.8                 0.0                  69                   1                  17                   a
                1.13                0.00                44.8                 0.0                  64                   1                  17                   a
                1.14                0.00                45.2                 0.0                  66                   2                  17                   a
                1.14                0.01                45.2                 0.4                  75                   2                  17                   r
                1.15                0.00                45.6                 0.0                  66                   2                  17                   a
                1.15                0.00                45.6                 0.0                  77                   1                  17                   r
                1.16                0.00                46.0                 0.0                  70                   2                  17                   a
                1.16                0.00                46.0                 0.0                  67                   1                  17                   a
                1.17                0.00                46.4                 0.0                  71                   2                  17                   a
                1.17                0.01                46.4                 0.4                  80                   2                  17                   r
                1.18                0.00                46.8                 0.0                  70                   1                  17                   a
                1.19                0.00                47.2                 0.0                  70                   2                  17                   a
                1.19                0.01                47.2                 0.4                  82                   3                  17                   r
                1.20                0.00                47.6                 0.0                  68                   2                  17                   a
                1.20                0.00                47.6                 0.0                  71                   2                  17                   a
                1.21                0.00                48.0                 0.0                  68                   1                  17                   a
                1.21                0.01                48.0                 0.4                  77                   2                  17                   r
                1.22                0.00                48.4                 0.0                  69                   1                  17                   a
                1.23                0.00                48.8                 0.0                  70                   2                  17                   a
                1.23                0.00                48.8                 0.0                  68                   1                  17                   a
                1.24                0.00                49.2                 0.0                  71                   1                  17                   a
                1.24                0.01                49.2                 0.4                  79                   2                  17                   r
                1.25                0.00                49.6                 0.0                  68                   0                  17                   a
                1.26                0.00                50.0                 0.0                  71                   2                  17                   a
                1.26                0.01                50.0                 0.4                  79                   2                  17                   r
                1.27                0.00                50.4                 0.0                  70                   1                  17                   a
                1.28                0.00                50.8                 0.0                  74                   2                  17                   a
                1.28                0.01                50.8                 0.4                  86                   2                  17                   r
                1.29                0.00                51.2                 0.0                  70                   1                  17                   a
                1.29                0.00                51.2                 0.0                  72                   3                  17                   a
                1.30                0.00                51.6                 0.0                  72                   1                  17                   a
                1.30                0.01                51.6                 0.4                  78                   3                  17                   r
                1.32                0.00                52.4                 0.0                  71                   2                  17                   a
                1.33                0.00                52.8                 0.0                  71                   1                  17                   a
                1.33                0.01                52.8                 0.4                  81                   2                  17                   r
                1.34                0.00                53.2                 0.0                  72                   2                  17                   a
                1.35                0.00                53.5                 0.0                  75                   2                  17                   a
                1.36                0.01                53.9                 0.4                  74                   3                  17                   r
                1.37                0.00                54.3                 0.0                  76                   2                  17                   a
                1.38                0.00                54.7                 0.0                  73                   2                  17                   a
                1.39                0.00                55.1                 0.0                  76                   2                  17                   a
                1.39                0.01                55.1                 0.4                  82                   3                  17                   r
                1.41                0.00                55.9                 0.0                  78                   2                  17                   a
                1.42                0.00                56.3                 0.0                  75                   2                  17                   a
                1.42                0.01                56.3                 0.4                  75                   3                  17                   r
                1.43                0.00                56.7                 0.0                  79                   2                  17                   a
                1.45                0.00                57.5                 0.0                  76                   2                  17                   a
                1.46                0.00                57.9                 0.0                  84                   2                  17                   a
                1.47                0.00                58.3                 0.0                  78                   1                  17                   a
                1.47                0.01                58.3                 0.4                  83                   4                  17                   r
                1.48                0.00                58.7                 0.0                  78                   2                  17                   a
                1.50                0.01                59.5                 0.4                  79                   2                  17                   a
                1.50                0.01                59.5                 0.4                  78                   4                  17                   r
                1.51                0.00                59.9                 0.0                  73                   2                  17                   a
                1.52                0.00                60.3                 0.0                  71                   2                  17                   a
                1.54                0.00                61.1                 0.0                  78                   2                  17                   a
                1.55                0.01                61.5                 0.4                  78                   2                  17                   a
                1.55                0.01                61.5                 0.4                  82                   3                  17                   r
                1.57                0.00                62.3                 0.0                  76                   2                  17                   a
                1.59                0.01                63.1                 0.4                  78                   2                  17                   a
                1.61                0.00                63.9                 0.0                  79                   2                  17                   a
                1.61                0.02                63.9                 0.8                  83                   4                  17                   r
                1.62                0.00                64.3                 0.0                  77                   2                  17                   a
                1.64                0.01                65.1                 0.4                  83                   2                  17                   a
                1.66                0.00                65.8                 0.0                  76                   3                  17                   a
                1.67                0.01                66.2                 0.4                  80                   2                  17                   a
                1.68                0.03                66.6                 1.2                  80                   3                  17                   r
                1.69                0.00                67.0                 0.0                  77                   2                  17                   a
                1.71                0.00                67.8                 0.0                  80                   2                  17                   a
                1.73                0.01                68.6                 0.4                  78                   2                  17                   a
                1.74                0.00                69.0                 0.0                  85                   3                  17                   a
                1.76                0.00                69.8                 0.0                  82                   2                  17                   a
                1.76                0.02                69.8                 0.8                  84                   3                  17                   r
                1.77                0.00                70.2                 0.0                  83                   3                  17                   a
                1.79                0.00                71.0                 0.0                  84                   2                  17                   a
                1.80                0.01                71.4                 0.4                  86                   2                  17                   a
                1.82                0.00                72.2                 0.0                  85                   3                  17                   a
                1.83                0.01                72.6                 0.4                  85                   2                  17                   a
                1.85                0.00                73.4                 0.0                  83                   2                  17                   a
                1.86                0.00                73.8                 0.0                  84                   1                  17                   a
                1.86                0.05                73.8                 2.0                  85                   4                  17                   r
                1.88                0.00                74.6                 0.0                  80                   1                  17                   a
                1.89                0.01                75.0                 0.4                  76                   1                  17                   a
                1.91                0.00                75.8                 0.0                  84                   2                  17                   a
                1.92                0.01                76.2                 0.4                  78                   2                  17                   a
                1.94                0.00                77.0                 0.0                  80                   2                  17                   a
                1.95                0.00                77.3                 0.0                  82                   2                  17                   a
                1.97                0.00                78.1                 0.0                  81                   1                  17                   a
                1.98                0.00                78.5                 0.0                  78                   1                  17                   a
                1.99                0.00                78.9                 0.0                  82                   3                  17                   a
                2.00                0.00                79.3                 0.0                  82                   1                  17                   a
                2.02                0.00                80.1                 0.0                  82                   2                  17                   a
                2.03                0.00                80.5                 0.0                  84                   2                  17                   a
                2.04                0.00                80.9                 0.0                  86                   2                  17                   a
                2.05                0.00                81.3                 0.0                  82                   2                  17                   a
                2.07                0.00                82.1                 0.0                  83                   1                  17                   a
                2.08                0.00                82.5                 0.0                  82                   1                  17                   a
                2.09                0.00                82.9                 0.0                  82                   2                  17                   a
                2.11                0.00                83.7                 0.0                  85                   1                  17                   a
                2.12                0.01                84.1                 0.4                  85                   2                  17                   a
                2.13                0.12                84.5                 4.8                  79                   3                  16                   r
                2.14                0.00                84.9                 0.0                  84                   1                  17                   a
                2.15                0.01                85.3                 0.4                  89                   3                  17                   a
                2.17                0.01                86.1                 0.4                  91                   2                  17                   a
                2.19                0.01                86.9                 0.4                  85                   2                  17                   a
                2.21                0.00                87.7                 0.0                  89                   2                  17                   a
                2.23                0.01                88.5                 0.4                  85                   1                  17                   a
                2.25                0.01                89.2                 0.4                  89                   2                  17                   a
                2.27                0.01                90.0                 0.4                  89                   2                  17                   a
                2.29                0.01                90.8                 0.4                  95                   1                  17                   a
                2.31                0.01                91.6                 0.4                  96                   1                  17                   a
                2.33                0.00                92.4                 0.0                  93                   2                  17                   a
                2.35                0.01                93.2                 0.4                  92                   2                  17                   a
                2.36                0.00                93.6                 0.0                  96                   1                  17                   a
                2.38                0.00                94.4                 0.0                  97                   2                  17                   a
                2.39                0.00                94.8                 0.0                  94                   2                  17                   a
                2.41                0.01                95.6                 0.4                  99                   2                  17                   a
                2.44                0.01                96.8                 0.4                  96                   2                  17                   a
                2.48                0.02                98.4                 0.8                  94                   1                  17                   a
                2.58                0.06               102.3                 2.4                  94                   3                  13                   a
