             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                1.32                0.01                37.8                 0.4                  27                   7                   6                   a
                1.33                0.02                38.1                 0.5                  16                   3                  14                   r
                1.37                0.01                39.3                 0.4                  17                   5                  13                   r
                1.39                0.01                39.8                 0.4                  25                   2                   5                   a
                1.43                0.02                41.1                 0.4                  15                   4                  12                   r
                1.44                0.01                41.3                 0.3                  11                   3                   6                   a
                1.52                0.03                43.7                 0.8                  29                   4                  18                   r
                1.62                0.02                46.4                 0.6                  35                   3                  18                   r
                1.71                0.02                48.9                 0.5                  51                   4                  18                   r
                1.75                0.13                50.1                 3.8                  33                   5                  18                   a
                1.77                0.02                50.7                 0.5                  59                   2                  18                   r
                1.82                0.01                52.1                 0.4                  57                   2                  18                   r
                1.87                0.01                53.4                 0.3                  58                   2                  18                   r
                1.90                0.01                54.5                 0.4                  62                   2                  18                   r
                1.95                0.01                55.7                 0.3                  67                   2                  18                   r
                1.98                0.01                56.6                 0.2                  65                   2                  18                   r
                2.01                0.01                57.7                 0.3                  69                   2                  18                   r
                2.05                0.01                58.7                 0.2                  65                   2                  18                   r
                2.06                0.10                59.1                 2.7                  52                   3                  18                   a
                2.07                0.01                59.4                 0.2                  65                   2                  18                   r
                2.11                0.01                60.3                 0.2                  71                   2                  18                   r
                2.14                0.01                61.2                 0.3                  64                   2                  18                   r
                2.16                0.01                61.9                 0.1                  70                   2                  18                   r
                2.18                0.01                62.6                 0.3                  68                   2                  18                   r
                2.21                0.01                63.4                 0.3                  71                   2                  18                   r
                2.24                0.01                64.2                 0.2                  71                   2                  18                   r
                2.26                0.01                64.8                 0.3                  73                   2                  18                   r
                2.30                0.01                65.8                 0.3                  76                   2                  18                   r
                2.32                0.01                66.6                 0.2                  70                   2                  18                   r
                2.35                0.01                67.3                 0.2                  75                   1                  18                   r
                2.38                0.10                68.2                 2.8                  68                   5                  18                   a
                2.38                0.01                68.3                 0.3                  70                   3                  18                   r
                2.41                0.01                69.1                 0.2                  71                   3                  18                   r
                2.45                0.02                70.2                 0.4                  77                   1                  18                   r
                2.49                0.01                71.5                 0.3                  75                   3                  18                   r
                2.54                0.02                72.7                 0.4                  74                   3                  18                   r
                2.58                0.01                74.0                 0.3                  78                   4                  18                   r
                2.64                0.02                75.5                 0.6                  77                   4                  18                   r
                2.66                0.05                76.3                 1.3                  72                   4                  18                   a
                2.70                0.02                77.2                 0.5                  88                   2                  18                   r
                2.75                0.01                78.9                 0.4                  83                   3                  18                   r
                2.78                0.02                79.6                 0.7                  64                   2                  18                   a
                2.81                0.02                80.4                 0.6                  84                   4                  18                   r
                2.84                0.02                81.4                 0.5                  77                   3                  18                   a
                2.87                0.01                82.2                 0.4                  81                   4                  18                   r
                2.90                0.02                83.2                 0.5                  70                   3                  18                   a
                2.94                0.03                84.1                 0.8                  86                   3                  18                   r
                2.97                0.02                85.1                 0.6                  73                   2                  18                   a
                3.06                0.02                87.6                 0.7                  80                   2                  18                   a
                3.06                0.04                87.6                 1.2                  88                   4                  18                   r
                3.15                0.03                90.3                 0.8                  79                   4                  18                   a
                3.25                0.02                93.0                 0.7                  85                   4                  18                   a
                3.27                0.08                93.6                 2.2                  97                   3                  18                   r
                3.32                0.02                95.1                 0.6                  83                   3                  18                   a
                3.39                0.02                97.1                 0.6                  86                   4                  18                   a
                3.48                0.04                99.7                 1.0                  82                   4                  18                   a
                3.54                0.09               101.5                 2.6                  86                   5                  18                   r
                3.60                0.05               103.1                 1.4                  76                   5                  18                   a
                3.84                0.08               110.0                 2.4                  90                   3                  18                   r
                3.86                0.09               110.5                 2.6                  88                   4                  18                   a
                4.07                0.07               116.5                 2.0                  84                   3                  18                   r
                4.17                0.06               119.3                 1.8                  82                   4                  18                   a
                4.32                0.07               123.7                 2.0                  86                   4                  18                   r
                4.42                0.09               126.6                 2.6                  82                   4                  18                   a
                4.53                0.09               129.8                 2.6                  83                   3                  18                   r
                4.70                0.07               134.7                 2.1                  94                   6                  18                   a
                4.85                0.06               139.0                 1.8                  85                   3                  18                   r
                4.96                0.08               142.1                 2.2                  92                   4                  18                   a
                5.08                0.07               145.6                 1.9                  90                   3                  18                   r
                5.27                0.04               151.1                 1.2                  86                   3                  18                   r
                5.48                0.06               156.8                 1.7                  80                   5                  18                   r
                5.59                0.33               160.0                 9.5                  98                   6                  18                   a
                5.66                0.05               162.2                 1.6                  78                   5                  18                   r
                5.88                0.07               168.5                 2.0                  97                   4                  18                   r
                6.17                0.10               176.8                 3.0                 108                   4                  18                   r
                6.47                0.08               185.2                 2.2                  99                   5                  18                   r
                6.65                0.37               190.6                10.7                  94                   6                  18                   a
                6.73                0.06               192.9                 1.8                 109                   5                  18                   r
                7.03                0.09               201.5                 2.6                 111                   5                  18                   r
                7.34                0.08               210.3                 2.3                 110                   6                  18                   r
                7.72                0.21               221.1                 5.9                 108                   8                  14                   r
                8.50                0.69               243.6                19.8                 134                   7                  13                   a
