             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                0.36                0.00                 1.3                 0.0                 109                  35                   1                   a
                0.56                0.00                 2.0                 0.0                  92                  35                   1                   r
                1.26                0.16                 4.5                 0.6                 109                  11                   2                   r
                1.57                0.00                 5.6                 0.0                 110                  35                   1                   a
                1.92                0.19                 6.8                 0.7                 124                  35                   4                   a
                2.12                0.22                 7.5                 0.8                 120                  15                   3                   r
                2.86                0.17                10.2                 0.6                 145                  14                   4                   r
                2.91                0.12                10.3                 0.4                 128                  14                   5                   a
                3.68                0.59                13.1                 2.1                 147                   7                  16                   a
                3.73                0.64                13.3                 2.3                 156                   9                  16                   r
                5.13                0.30                18.2                 1.1                 160                   8                  16                   a
                5.61                0.46                20.0                 1.6                 176                   6                  16                   r
                6.41                0.39                22.8                 1.4                 166                   7                  16                   a
                6.85                0.40                24.4                 1.4                 182                   6                  16                   r
                7.57                0.31                26.9                 1.1                 171                   6                  16                   a
                8.29                0.51                29.5                 1.8                 177                   6                  16                   r
                8.71                0.34                31.0                 1.2                 182                   6                  16                   a
                9.85                0.37                35.0                 1.3                 192                   8                  16                   a
               10.59                1.21                37.7                 4.3                 175                   8                  16                   r
               11.69                1.08                41.6                 3.8                 176                  13                  15                   a
