             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                2.35                0.03                28.3                 0.4                  57                   3                  21                   a
                2.36                0.01                28.5                 0.1                  39                   2                  21                   r
                2.42                0.02                29.2                 0.2                  42                   2                  21                   r
                2.44                0.02                29.4                 0.2                  56                   4                  21                   a
                2.48                0.01                29.9                 0.1                  46                   2                  21                   r
                2.52                0.03                30.4                 0.4                  55                   2                  21                   a
                2.53                0.02                30.5                 0.2                  54                   3                  21                   r
                2.58                0.02                31.1                 0.2                  56                   3                  21                   r
                2.62                0.02                31.6                 0.2                  54                   3                  21                   a
                2.63                0.01                31.7                 0.1                  46                   3                  21                   r
                2.68                0.01                32.3                 0.1                  52                   3                  21                   r
                2.71                0.03                32.7                 0.4                  54                   4                  21                   a
                2.73                0.01                32.9                 0.1                  59                   3                  21                   r
                2.77                0.01                33.4                 0.1                  55                   3                  21                   r
                2.81                0.03                33.9                 0.4                  52                   3                  21                   a
                2.82                0.01                34.0                 0.1                  61                   3                  21                   r
                2.85                0.01                34.4                 0.1                  57                   4                  21                   r
                2.88                0.01                34.7                 0.1                  63                   4                  21                   r
                2.91                0.04                35.1                 0.5                  60                   4                  21                   a
                2.92                0.01                35.2                 0.1                  67                   3                  21                   r
                2.94                0.01                35.5                 0.1                  65                   3                  21                   r
                2.97                0.01                35.8                 0.1                  66                   3                  21                   r
                3.01                0.01                36.3                 0.1                  63                   2                  21                   r
                3.02                0.03                36.4                 0.4                  57                   4                  21                   a
                3.03                0.01                36.5                 0.1                  62                   3                  21                   r
                3.06                0.01                36.9                 0.1                  63                   4                  21                   r
                3.09                0.01                37.3                 0.1                  68                   3                  21                   r
                3.12                0.01                37.6                 0.1                  66                   2                  21                   r
                3.14                0.03                37.9                 0.4                  57                   4                  21                   a
                3.14                0.01                37.9                 0.1                  63                   3                  21                   r
                3.17                0.01                38.2                 0.1                  68                   2                  21                   r
                3.20                0.01                38.6                 0.1                  69                   3                  21                   r
                3.23                0.01                39.0                 0.1                  73                   2                  21                   r
                3.24                0.03                39.1                 0.4                  57                   3                  21                   a
                3.25                0.01                39.2                 0.1                  71                   3                  21                   r
                3.28                0.01                39.6                 0.1                  69                   3                  21                   r
                3.31                0.01                39.9                 0.1                  73                   3                  21                   r
                3.34                0.03                40.3                 0.4                  65                   5                  21                   a
                3.34                0.01                40.3                 0.1                  73                   3                  21                   r
                3.38                0.01                40.8                 0.1                  75                   2                  21                   r
                3.41                0.01                41.1                 0.1                  72                   3                  21                   r
                3.42                0.03                41.3                 0.4                  56                   3                  21                   a
                3.44                0.01                41.5                 0.1                  68                   3                  21                   r
                3.49                0.01                42.1                 0.1                  69                   2                  21                   r
                3.50                0.02                42.2                 0.2                  54                   4                  21                   a
                3.53                0.01                42.6                 0.1                  67                   4                  21                   r
                3.56                0.02                42.9                 0.2                  63                   4                  21                   a
                3.57                0.01                43.1                 0.1                  73                   4                  21                   r
                3.62                0.02                43.7                 0.2                  75                   3                  21                   r
                3.66                0.02                44.1                 0.2                  59                   3                  21                   a
                3.67                0.02                44.3                 0.2                  73                   5                  21                   r
                3.74                0.03                45.1                 0.4                  59                   5                  21                   a
                3.74                0.01                45.1                 0.1                  72                   4                  21                   r
                3.79                0.02                45.7                 0.2                  79                   3                  21                   r
                3.85                0.01                46.4                 0.1                  79                   3                  21                   r
                3.86                0.04                46.6                 0.5                  63                   4                  21                   a
                3.90                0.02                47.0                 0.2                  79                   3                  21                   r
                3.95                0.02                47.6                 0.2                  77                   4                  21                   r
                3.99                0.04                48.1                 0.5                  63                   4                  21                   a
                4.02                0.02                48.5                 0.2                  75                   4                  21                   r
                4.08                0.01                49.2                 0.1                  78                   4                  21                   r
                4.13                0.04                49.8                 0.5                  63                   4                  21                   a
                4.13                0.02                49.8                 0.2                  75                   4                  21                   r
                4.21                0.03                50.8                 0.4                  73                   4                  21                   r
                4.23                0.03                51.0                 0.4                  66                   3                  21                   a
                4.30                0.03                51.9                 0.4                  81                   4                  21                   r
                4.34                0.03                52.4                 0.4                  64                   2                  21                   a
                4.38                0.03                52.8                 0.4                  79                   4                  21                   r
                4.45                0.03                53.7                 0.4                  65                   3                  21                   a
                4.50                0.02                54.3                 0.2                  79                   4                  21                   r
                4.55                0.03                54.9                 0.4                  74                   4                  21                   a
                4.59                0.03                55.4                 0.4                  87                   4                  21                   r
                4.66                0.03                56.2                 0.4                  71                   3                  21                   a
                4.69                0.03                56.6                 0.4                 112                   4                  21                   r
                4.78                0.03                57.7                 0.4                 102                   6                  21                   r
                4.80                0.04                57.9                 0.5                  67                   3                  21                   a
                4.88                0.03                58.9                 0.4                 112                   5                  21                   r
                4.93                0.04                59.5                 0.5                  66                   4                  21                   a
                4.98                0.03                60.1                 0.4                 115                   5                  21                   r
                5.09                0.03                61.4                 0.4                 117                   5                  21                   r
                5.10                0.05                61.5                 0.6                  71                   3                  21                   a
                5.21                0.04                62.8                 0.5                 130                   3                  21                   r
                5.26                0.05                63.4                 0.6                  76                   3                  21                   a
                5.38                0.07                64.9                 0.8                 127                   4                  21                   r
                5.39                0.03                65.0                 0.4                  70                   2                  21                   a
                5.49                0.03                66.2                 0.4                  78                   3                  21                   a
                5.59                0.03                67.4                 0.4                  78                   3                  21                   a
                5.72                0.03                69.0                 0.4                  82                   3                  21                   a
                5.76                0.23                69.5                 2.8                 102                  11                  16                   r
                5.83                0.03                70.3                 0.4                  85                   3                  21                   a
                5.96                0.03                71.9                 0.4                  83                   3                  21                   a
                6.08                0.05                73.3                 0.6                  86                   3                  21                   a
                6.27                0.06                75.6                 0.7                  79                   4                  21                   a
                6.55                0.10                79.0                 1.2                  87                   4                  21                   a
                6.81                0.09                82.1                 1.1                  89                   5                  21                   a
                7.09                0.07                85.5                 0.8                  83                   4                  21                   a
                7.33                0.08                88.4                 1.0                  86                   4                  21                   a
                7.55                0.07                91.1                 0.8                  93                   6                  21                   a
                7.78                0.06                93.8                 0.7                  96                   5                  21                   a
                7.99                0.07                96.4                 0.8                  79                   4                  21                   a
                8.20                0.06                98.9                 0.7                  78                   4                  21                   a
                8.48                0.13               102.3                 1.6                  95                   5                  21                   a
                9.10                0.32               109.8                 3.9                  87                   6                  16                   a
