             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                3.19                0.02                74.0                 0.6                 117                   5                  22                   a
                3.27                0.02                75.7                 0.6                 117                   5                  22                   a
                3.29                0.03                76.3                 0.8                 125                   3                  22                   r
                3.34                0.02                77.4                 0.5                 116                   4                  22                   a
                3.41                0.02                79.0                 0.5                 106                   5                  22                   a
                3.44                0.05                79.7                 1.1                 110                   3                  22                   r
                3.48                0.01                80.8                 0.3                 118                   4                  22                   a
                3.55                0.02                82.3                 0.5                 118                   3                  22                   a
                3.57                0.03                82.6                 0.7                 115                   3                  22                   r
                3.63                0.02                84.0                 0.5                 118                   3                  22                   a
                3.69                0.04                85.5                 1.0                 118                   4                  22                   r
                3.75                0.04                86.8                 1.0                 109                   4                  22                   a
                3.81                0.04                88.3                 1.0                 121                   4                  22                   r
                3.93                0.02                91.0                 0.5                 127                   5                  22                   r
                3.98                0.06                92.1                 1.4                 127                   6                  22                   a
                4.05                0.04                93.8                 1.0                 118                   5                  22                   r
                4.16                0.06                96.4                 1.4                 117                   4                  22                   a
                4.28                0.09                99.1                 2.0                 121                   3                  22                   r
                4.47                0.04               103.5                 1.0                 121                   4                  22                   r
                4.48                0.12               103.9                 2.9                 123                   4                  22                   a
                4.60                0.03               106.6                 0.8                 119                   5                  22                   r
                4.71                0.04               109.3                 0.9                 125                   5                  22                   r
                4.85                0.04               112.4                 1.0                 119                   4                  22                   r
                5.02                0.05               116.3                 1.2                 128                   4                  22                   r
                5.05                0.22               117.0                 5.1                 129                   8                  20                   a
                5.21                0.09               120.8                 2.2                 116                   5                  22                   r
                5.51                0.07               127.6                 1.7                 127                  10                  12                   r
