             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                6.92                0.02               145.6                 0.4                 208                   2                  24                   r
                6.96                0.03               146.5                 0.6                 197                   4                  24                   a
                7.04                0.02               148.2                 0.4                 196                   4                  24                   a
                7.04                0.06               148.2                 1.3                 211                   1                  24                   r
                7.12                0.03               149.9                 0.6                 198                   3                  24                   a
                7.21                0.02               151.8                 0.4                 199                   5                  24                   a
                7.27                0.07               153.0                 1.5                 219                   2                  24                   r
                7.29                0.03               153.4                 0.6                 192                   3                  24                   a
                7.38                0.02               155.3                 0.4                 197                   4                  24                   a
                7.46                0.03               157.0                 0.6                 198                   3                  24                   a
                7.55                0.02               158.9                 0.4                 199                   3                  24                   a
                7.56                0.07               159.1                 1.5                 213                   4                  24                   r
                7.63                0.03               160.6                 0.6                 208                   3                  24                   a
                7.70                0.02               162.1                 0.4                 212                   3                  24                   a
                7.75                0.06               163.1                 1.3                 214                   2                  24                   r
                7.79                0.03               164.0                 0.6                 214                   3                  24                   a
                7.86                0.02               165.4                 0.4                 211                   3                  24                   a
                7.92                0.04               166.7                 0.8                 203                   3                  24                   r
                7.95                0.03               167.3                 0.6                 215                   3                  24                   a
                8.04                0.03               169.2                 0.6                 210                   2                  24                   r
                8.08                0.05               170.1                 1.1                 217                   3                  24                   a
                8.14                0.02               171.3                 0.4                 208                   2                  24                   r
                8.24                0.03               173.4                 0.6                 206                   2                  24                   r
                8.26                0.08               173.9                 1.7                 209                   2                  24                   a
                8.34                0.03               175.5                 0.6                 211                   3                  24                   r
                8.45                0.03               177.9                 0.6                 208                   2                  24                   r
                8.53                0.07               179.5                 1.5                 198                   2                  24                   a
                8.55                0.03               180.0                 0.6                 205                   3                  24                   r
                8.64                0.03               181.8                 0.6                 211                   3                  24                   r
                8.73                0.03               183.7                 0.6                 211                   2                  24                   r
                8.81                0.11               185.4                 2.3                 209                   3                  24                   a
                8.83                0.03               185.8                 0.6                 216                   2                  24                   r
                8.93                0.03               188.0                 0.6                 222                   1                  24                   r
                9.03                0.03               190.1                 0.6                 221                   2                  24                   r
                9.12                0.03               192.0                 0.6                 216                   2                  24                   r
                9.22                0.04               194.1                 0.8                 215                   2                  24                   r
                9.37                0.05               197.2                 1.1                 206                   5                  24                   r
                9.39                0.35               197.6                 7.4                 196                   4                  21                   a
                9.55                0.05               201.0                 1.1                 203                   5                  24                   r
                9.75                0.05               205.2                 1.1                 204                   4                  24                   r
               10.01                0.14               210.7                 2.9                 203                   5                  24                   r
               10.71                0.35               225.4                 7.4                 216                   6                  11                   r
